plan,swing,baseline,dem,rep
Evers least change,-15.5,GOV,29,70
People's Map Commission,-15.5,GOV,28,71
2012,-15.399999999999999,GOV,29,70
2022,-15.399999999999999,GOV,31,68
Evers least change,-15.399999999999999,GOV,29,70
People's Map Commission,-15.399999999999999,GOV,28,71
2012,-15.3,GOV,29,70
2022,-15.3,GOV,31,68
Evers least change,-15.3,GOV,29,70
People's Map Commission,-15.3,GOV,28,71
2012,-15.2,GOV,29,70
2022,-15.2,GOV,31,68
Evers least change,-15.2,GOV,29,70
People's Map Commission,-15.2,GOV,29,70
2012,-15.1,GOV,29,70
2022,-15.1,GOV,31,68
Evers least change,-15.1,GOV,29,70
People's Map Commission,-15.1,GOV,29,70
2012,-15,GOV,29,70
2022,-15,GOV,31,68
Evers least change,-15,GOV,29,70
People's Map Commission,-15,GOV,29,70
2012,-14.899999999999999,GOV,29,70
2022,-14.899999999999999,GOV,31,68
Evers least change,-14.899999999999999,GOV,29,70
People's Map Commission,-14.899999999999999,GOV,29,70
2012,-14.8,GOV,29,70
2022,-14.8,GOV,31,68
Evers least change,-14.8,GOV,29,70
People's Map Commission,-14.8,GOV,29,70
2012,-14.7,GOV,29,70
2022,-14.7,GOV,31,68
Evers least change,-14.7,GOV,29,70
People's Map Commission,-14.7,GOV,30,69
2012,-14.6,GOV,29,70
2022,-14.6,GOV,31,68
Evers least change,-14.6,GOV,29,70
People's Map Commission,-14.6,GOV,30,69
2012,-14.5,GOV,30,69
2022,-14.5,GOV,31,68
Evers least change,-14.5,GOV,29,70
People's Map Commission,-14.5,GOV,30,69
2012,-14.399999999999999,GOV,30,69
2022,-14.399999999999999,GOV,31,68
Evers least change,-14.399999999999999,GOV,29,70
People's Map Commission,-14.399999999999999,GOV,30,69
2012,-14.3,GOV,30,69
2022,-14.3,GOV,31,68
Evers least change,-14.3,GOV,30,69
People's Map Commission,-14.3,GOV,30,69
2012,-14.2,GOV,30,69
2022,-14.2,GOV,32,67
Evers least change,-14.2,GOV,30,69
People's Map Commission,-14.2,GOV,30,69
2012,-14.1,GOV,30,69
2022,-14.1,GOV,32,67
Evers least change,-14.1,GOV,30,69
People's Map Commission,-14.1,GOV,30,69
2012,-14,GOV,30,69
2022,-14,GOV,32,67
Evers least change,-14,GOV,30,69
People's Map Commission,-14,GOV,31,68
2012,-13.899999999999999,GOV,30,69
2022,-13.899999999999999,GOV,32,67
Evers least change,-13.899999999999999,GOV,31,68
People's Map Commission,-13.899999999999999,GOV,32,67
2012,-13.8,GOV,30,69
2022,-13.8,GOV,32,67
Evers least change,-13.8,GOV,31,68
People's Map Commission,-13.8,GOV,32,67
2012,-13.7,GOV,31,68
2022,-13.7,GOV,32,67
Evers least change,-13.7,GOV,32,67
People's Map Commission,-13.7,GOV,32,67
2012,-13.6,GOV,32,67
2022,-13.6,GOV,32,67
Evers least change,-13.6,GOV,32,67
People's Map Commission,-13.6,GOV,32,67
2012,-13.5,GOV,32,67
2022,-13.5,GOV,32,67
Evers least change,-13.5,GOV,32,67
People's Map Commission,-13.5,GOV,32,67
2012,-13.399999999999999,GOV,32,67
2022,-13.399999999999999,GOV,32,67
Evers least change,-13.399999999999999,GOV,32,67
People's Map Commission,-13.399999999999999,GOV,32,67
2012,-13.3,GOV,32,67
2022,-13.3,GOV,32,67
Evers least change,-13.3,GOV,32,67
People's Map Commission,-13.3,GOV,32,67
2012,-13.2,GOV,32,67
2022,-13.2,GOV,32,67
Evers least change,-13.2,GOV,32,67
People's Map Commission,-13.2,GOV,32,67
2012,-13.1,GOV,32,67
2022,-13.1,GOV,32,67
Evers least change,-13.1,GOV,32,67
People's Map Commission,-13.1,GOV,32,67
2012,-13,GOV,32,67
2022,-13,GOV,32,67
Evers least change,-13,GOV,32,67
People's Map Commission,-13,GOV,33,66
2012,-12.899999999999999,GOV,32,67
2022,-12.899999999999999,GOV,32,67
Evers least change,-12.899999999999999,GOV,32,67
People's Map Commission,-12.899999999999999,GOV,34,65
2012,-12.8,GOV,32,67
2022,-12.8,GOV,32,67
Evers least change,-12.8,GOV,32,67
People's Map Commission,-12.8,GOV,35,64
2012,-12.7,GOV,32,67
2022,-12.7,GOV,32,67
Evers least change,-12.7,GOV,32,67
People's Map Commission,-12.7,GOV,35,64
2012,-12.6,GOV,32,67
2022,-12.6,GOV,32,67
Evers least change,-12.6,GOV,32,67
People's Map Commission,-12.6,GOV,35,64
2012,-12.5,GOV,32,67
2022,-12.5,GOV,32,67
Evers least change,-12.5,GOV,32,67
People's Map Commission,-12.5,GOV,35,64
2012,-12.399999999999999,GOV,33,66
2022,-12.399999999999999,GOV,32,67
Evers least change,-12.399999999999999,GOV,33,66
People's Map Commission,-12.399999999999999,GOV,35,64
2012,-12.3,GOV,33,66
2022,-12.3,GOV,32,67
Evers least change,-12.3,GOV,35,64
People's Map Commission,-12.3,GOV,35,64
2012,-12.2,GOV,34,65
2022,-12.2,GOV,32,67
Evers least change,-12.2,GOV,36,63
People's Map Commission,-12.2,GOV,35,64
2012,-12.1,GOV,34,65
2022,-12.1,GOV,32,67
Evers least change,-12.1,GOV,36,63
People's Map Commission,-12.1,GOV,35,64
2012,-12,GOV,34,65
2022,-12,GOV,32,67
Evers least change,-12,GOV,36,63
People's Map Commission,-12,GOV,36,63
2012,-11.9,GOV,34,65
2022,-11.9,GOV,33,66
Evers least change,-11.9,GOV,36,63
People's Map Commission,-11.9,GOV,36,63
2012,-11.799999999999999,GOV,34,65
2022,-11.799999999999999,GOV,33,66
Evers least change,-11.799999999999999,GOV,36,63
People's Map Commission,-11.799999999999999,GOV,36,63
2012,-11.7,GOV,34,65
2022,-11.7,GOV,34,65
Evers least change,-11.7,GOV,36,63
People's Map Commission,-11.7,GOV,36,63
2012,-11.6,GOV,34,65
2022,-11.6,GOV,34,65
Evers least change,-11.6,GOV,36,63
People's Map Commission,-11.6,GOV,36,63
2012,-11.5,GOV,34,65
2022,-11.5,GOV,34,65
Evers least change,-11.5,GOV,36,63
People's Map Commission,-11.5,GOV,37,62
2012,-11.4,GOV,34,65
2022,-11.4,GOV,34,65
Evers least change,-11.4,GOV,36,63
People's Map Commission,-11.4,GOV,37,62
2012,-11.299999999999999,GOV,34,65
2022,-11.299999999999999,GOV,34,65
Evers least change,-11.299999999999999,GOV,36,63
People's Map Commission,-11.299999999999999,GOV,37,62
2012,-11.2,GOV,34,65
2022,-11.2,GOV,34,65
Evers least change,-11.2,GOV,36,63
People's Map Commission,-11.2,GOV,37,62
2012,-11.1,GOV,34,65
2022,-11.1,GOV,34,65
Evers least change,-11.1,GOV,36,63
People's Map Commission,-11.1,GOV,37,62
2012,-11,GOV,35,64
2022,-11,GOV,34,65
Evers least change,-11,GOV,36,63
People's Map Commission,-11,GOV,38,61
2012,-10.9,GOV,35,64
2022,-10.9,GOV,34,65
Evers least change,-10.9,GOV,36,63
People's Map Commission,-10.9,GOV,38,61
2012,-10.799999999999999,GOV,35,64
2022,-10.799999999999999,GOV,34,65
Evers least change,-10.799999999999999,GOV,36,63
People's Map Commission,-10.799999999999999,GOV,38,61
2012,-10.7,GOV,35,64
2022,-10.7,GOV,34,65
Evers least change,-10.7,GOV,36,63
People's Map Commission,-10.7,GOV,38,61
2012,-10.6,GOV,35,64
2022,-10.6,GOV,34,65
Evers least change,-10.6,GOV,36,63
People's Map Commission,-10.6,GOV,38,61
2012,-10.5,GOV,35,64
2022,-10.5,GOV,34,65
Evers least change,-10.5,GOV,36,63
People's Map Commission,-10.5,GOV,38,61
2012,-10.399999999999999,GOV,35,64
2022,-10.399999999999999,GOV,34,65
Evers least change,-10.399999999999999,GOV,36,63
People's Map Commission,-10.399999999999999,GOV,38,61
2012,-10.299999999999999,GOV,35,64
2022,-10.299999999999999,GOV,34,65
Evers least change,-10.299999999999999,GOV,36,63
People's Map Commission,-10.299999999999999,GOV,38,61
2012,-10.2,GOV,35,64
2022,-10.2,GOV,34,65
Evers least change,-10.2,GOV,36,63
People's Map Commission,-10.2,GOV,38,61
2012,-10.1,GOV,35,64
2022,-10.1,GOV,34,65
Evers least change,-10.1,GOV,36,63
People's Map Commission,-10.1,GOV,39,60
2012,-10,GOV,35,64
2022,-10,GOV,34,65
Evers least change,-10,GOV,36,63
People's Map Commission,-10,GOV,39,60
2012,-9.899999999999999,GOV,35,64
2022,-9.899999999999999,GOV,34,65
Evers least change,-9.899999999999999,GOV,36,63
People's Map Commission,-9.899999999999999,GOV,39,60
2012,-9.799999999999999,GOV,35,64
2022,-9.799999999999999,GOV,34,65
Evers least change,-9.799999999999999,GOV,36,63
People's Map Commission,-9.799999999999999,GOV,39,60
2012,-9.7,GOV,35,64
2022,-9.7,GOV,34,65
Evers least change,-9.7,GOV,36,63
People's Map Commission,-9.7,GOV,39,60
2012,-9.6,GOV,35,64
2022,-9.6,GOV,34,65
Evers least change,-9.6,GOV,36,63
People's Map Commission,-9.6,GOV,39,60
2012,-9.5,GOV,35,64
2022,-9.5,GOV,34,65
Evers least change,-9.5,GOV,36,63
People's Map Commission,-9.5,GOV,39,60
2012,-9.399999999999999,GOV,35,64
2022,-9.399999999999999,GOV,34,65
Evers least change,-9.399999999999999,GOV,36,63
People's Map Commission,-9.399999999999999,GOV,39,60
2012,-9.299999999999999,GOV,35,64
2022,-9.299999999999999,GOV,34,65
Evers least change,-9.299999999999999,GOV,36,63
People's Map Commission,-9.299999999999999,GOV,39,60
2012,-9.2,GOV,35,64
2022,-9.2,GOV,34,65
Evers least change,-9.2,GOV,36,63
People's Map Commission,-9.2,GOV,39,60
2012,-9.1,GOV,35,64
2022,-9.1,GOV,34,65
Evers least change,-9.1,GOV,36,63
People's Map Commission,-9.1,GOV,39,60
2012,-9,GOV,35,64
2022,-9,GOV,34,65
Evers least change,-9,GOV,36,63
People's Map Commission,-9,GOV,39,60
2012,-8.899999999999999,GOV,35,64
2022,-8.899999999999999,GOV,34,65
Evers least change,-8.899999999999999,GOV,36,63
People's Map Commission,-8.899999999999999,GOV,39,60
2012,-8.799999999999999,GOV,35,64
2022,-8.799999999999999,GOV,34,65
Evers least change,-8.799999999999999,GOV,36,63
People's Map Commission,-8.799999999999999,GOV,39,60
2012,-8.7,GOV,35,64
2022,-8.7,GOV,34,65
Evers least change,-8.7,GOV,36,63
People's Map Commission,-8.7,GOV,39,60
2012,-8.6,GOV,35,64
2022,-8.6,GOV,34,65
Evers least change,-8.6,GOV,36,63
People's Map Commission,-8.6,GOV,39,60
2012,-8.5,GOV,35,64
2022,-8.5,GOV,34,65
Evers least change,-8.5,GOV,36,63
People's Map Commission,-8.5,GOV,39,60
2012,-8.399999999999999,GOV,35,64
2022,-8.399999999999999,GOV,34,65
Evers least change,-8.399999999999999,GOV,36,63
People's Map Commission,-8.399999999999999,GOV,39,60
2012,-8.299999999999999,GOV,35,64
2022,-8.299999999999999,GOV,34,65
Evers least change,-8.299999999999999,GOV,36,63
People's Map Commission,-8.299999999999999,GOV,39,60
2012,-8.2,GOV,35,64
2022,-8.2,GOV,34,65
Evers least change,-8.2,GOV,36,63
People's Map Commission,-8.2,GOV,39,60
2012,-8.1,GOV,35,64
2022,-8.1,GOV,34,65
Evers least change,-8.1,GOV,36,63
People's Map Commission,-8.1,GOV,39,60
2012,-8,GOV,35,64
2022,-8,GOV,34,65
Evers least change,-8,GOV,36,63
People's Map Commission,-8,GOV,39,60
2012,-7.899999999999999,GOV,35,64
2022,-7.899999999999999,GOV,34,65
Evers least change,-7.899999999999999,GOV,36,63
People's Map Commission,-7.899999999999999,GOV,39,60
2012,-7.799999999999999,GOV,35,64
2022,-7.799999999999999,GOV,34,65
Evers least change,-7.799999999999999,GOV,37,62
People's Map Commission,-7.799999999999999,GOV,39,60
2012,-7.699999999999999,GOV,35,64
2022,-7.699999999999999,GOV,34,65
Evers least change,-7.699999999999999,GOV,37,62
People's Map Commission,-7.699999999999999,GOV,39,60
2012,-7.6,GOV,35,64
2022,-7.6,GOV,34,65
Evers least change,-7.6,GOV,37,62
People's Map Commission,-7.6,GOV,39,60
2012,-7.5,GOV,35,64
2022,-7.5,GOV,34,65
Evers least change,-7.5,GOV,37,62
People's Map Commission,-7.5,GOV,39,60
2012,-7.399999999999999,GOV,35,64
2022,-7.399999999999999,GOV,34,65
Evers least change,-7.399999999999999,GOV,37,62
People's Map Commission,-7.399999999999999,GOV,39,60
2012,-7.299999999999999,GOV,35,64
2022,-7.299999999999999,GOV,34,65
Evers least change,-7.299999999999999,GOV,37,62
People's Map Commission,-7.299999999999999,GOV,39,60
2012,-7.199999999999999,GOV,35,64
2022,-7.199999999999999,GOV,34,65
Evers least change,-7.199999999999999,GOV,37,62
People's Map Commission,-7.199999999999999,GOV,39,60
2012,-7.1,GOV,35,64
2022,-7.1,GOV,34,65
Evers least change,-7.1,GOV,37,62
People's Map Commission,-7.1,GOV,39,60
2012,-7,GOV,35,64
2022,-7,GOV,34,65
Evers least change,-7,GOV,37,62
People's Map Commission,-7,GOV,39,60
2012,-6.899999999999999,GOV,35,64
2022,-6.899999999999999,GOV,34,65
Evers least change,-6.899999999999999,GOV,37,62
People's Map Commission,-6.899999999999999,GOV,40,59
2012,-6.799999999999999,GOV,35,64
2022,-6.799999999999999,GOV,35,64
Evers least change,-6.799999999999999,GOV,37,62
People's Map Commission,-6.799999999999999,GOV,40,59
2012,-6.699999999999999,GOV,35,64
2022,-6.699999999999999,GOV,35,64
Evers least change,-6.699999999999999,GOV,37,62
People's Map Commission,-6.699999999999999,GOV,40,59
2012,-6.6,GOV,36,63
2022,-6.6,GOV,35,64
Evers least change,-6.6,GOV,38,61
People's Map Commission,-6.6,GOV,40,59
2012,-6.5,GOV,36,63
2022,-6.5,GOV,35,64
Evers least change,-6.5,GOV,38,61
People's Map Commission,-6.5,GOV,40,59
2012,-6.399999999999999,GOV,36,63
2022,-6.399999999999999,GOV,35,64
Evers least change,-6.399999999999999,GOV,38,61
People's Map Commission,-6.399999999999999,GOV,40,59
2012,-6.299999999999999,GOV,37,62
2022,-6.299999999999999,GOV,35,64
Evers least change,-6.299999999999999,GOV,38,61
People's Map Commission,-6.299999999999999,GOV,41,58
2012,-6.199999999999999,GOV,37,62
2022,-6.199999999999999,GOV,35,64
Evers least change,-6.199999999999999,GOV,38,61
People's Map Commission,-6.199999999999999,GOV,41,58
2012,-6.1,GOV,37,62
2022,-6.1,GOV,35,64
Evers least change,-6.1,GOV,39,60
People's Map Commission,-6.1,GOV,42,57
2012,-6,GOV,37,62
2022,-6,GOV,35,64
Evers least change,-6,GOV,39,60
People's Map Commission,-6,GOV,42,57
2012,-5.899999999999999,GOV,37,62
2022,-5.899999999999999,GOV,35,64
Evers least change,-5.899999999999999,GOV,39,60
People's Map Commission,-5.899999999999999,GOV,42,57
2012,-5.799999999999999,GOV,37,62
2022,-5.799999999999999,GOV,35,64
Evers least change,-5.799999999999999,GOV,39,60
People's Map Commission,-5.799999999999999,GOV,42,57
2012,-5.699999999999999,GOV,37,62
2022,-5.699999999999999,GOV,35,64
Evers least change,-5.699999999999999,GOV,39,60
People's Map Commission,-5.699999999999999,GOV,42,57
2012,-5.6,GOV,37,62
2022,-5.6,GOV,35,64
Evers least change,-5.6,GOV,39,60
People's Map Commission,-5.6,GOV,42,57
2012,-5.5,GOV,37,62
2022,-5.5,GOV,35,64
Evers least change,-5.5,GOV,39,60
People's Map Commission,-5.5,GOV,43,56
2012,-5.399999999999999,GOV,37,62
2022,-5.399999999999999,GOV,35,64
Evers least change,-5.399999999999999,GOV,39,60
People's Map Commission,-5.399999999999999,GOV,43,56
2012,-5.299999999999999,GOV,37,62
2022,-5.299999999999999,GOV,35,64
Evers least change,-5.299999999999999,GOV,39,60
People's Map Commission,-5.299999999999999,GOV,43,56
2012,-5.199999999999999,GOV,37,62
2022,-5.199999999999999,GOV,35,64
Evers least change,-5.199999999999999,GOV,39,60
People's Map Commission,-5.199999999999999,GOV,43,56
2012,-5.1,GOV,37,62
2022,-5.1,GOV,35,64
Evers least change,-5.1,GOV,39,60
People's Map Commission,-5.1,GOV,44,55
2012,-5,GOV,38,61
2022,-5,GOV,35,64
Evers least change,-5,GOV,39,60
People's Map Commission,-5,GOV,44,55
2012,-4.899999999999999,GOV,38,61
2022,-4.899999999999999,GOV,35,64
Evers least change,-4.899999999999999,GOV,39,60
People's Map Commission,-4.899999999999999,GOV,44,55
2012,-4.799999999999999,GOV,38,61
2022,-4.799999999999999,GOV,36,63
Evers least change,-4.799999999999999,GOV,39,60
People's Map Commission,-4.799999999999999,GOV,44,55
2012,-4.699999999999999,GOV,38,61
2022,-4.699999999999999,GOV,36,63
Evers least change,-4.699999999999999,GOV,39,60
People's Map Commission,-4.699999999999999,GOV,44,55
2012,-4.6,GOV,38,61
2022,-4.6,GOV,36,63
Evers least change,-4.6,GOV,40,59
People's Map Commission,-4.6,GOV,44,55
2012,-4.5,GOV,38,61
2022,-4.5,GOV,36,63
Evers least change,-4.5,GOV,40,59
People's Map Commission,-4.5,GOV,44,55
2012,-4.399999999999999,GOV,38,61
2022,-4.399999999999999,GOV,36,63
Evers least change,-4.399999999999999,GOV,40,59
People's Map Commission,-4.399999999999999,GOV,44,55
2012,-4.299999999999999,GOV,38,61
2022,-4.299999999999999,GOV,36,63
Evers least change,-4.299999999999999,GOV,40,59
People's Map Commission,-4.299999999999999,GOV,44,55
2012,-4.199999999999999,GOV,38,61
2022,-4.199999999999999,GOV,36,63
Evers least change,-4.199999999999999,GOV,41,58
People's Map Commission,-4.199999999999999,GOV,44,55
2012,-4.1,GOV,38,61
2022,-4.1,GOV,36,63
Evers least change,-4.1,GOV,41,58
People's Map Commission,-4.1,GOV,44,55
2012,-4,GOV,38,61
2022,-4,GOV,36,63
Evers least change,-4,GOV,41,58
People's Map Commission,-4,GOV,44,55
2012,-3.8999999999999986,GOV,38,61
2022,-3.8999999999999986,GOV,36,63
Evers least change,-3.8999999999999986,GOV,41,58
People's Map Commission,-3.8999999999999986,GOV,44,55
2012,-3.8000000000000007,GOV,38,61
2022,-3.8000000000000007,GOV,37,62
Evers least change,-3.8000000000000007,GOV,41,58
People's Map Commission,-3.8000000000000007,GOV,44,55
2012,-3.6999999999999993,GOV,38,61
2022,-3.6999999999999993,GOV,37,62
Evers least change,-3.6999999999999993,GOV,42,57
People's Map Commission,-3.6999999999999993,GOV,44,55
2012,-3.599999999999998,GOV,38,61
2022,-3.599999999999998,GOV,37,62
Evers least change,-3.599999999999998,GOV,42,57
People's Map Commission,-3.599999999999998,GOV,45,54
2012,-3.5,GOV,39,60
2022,-3.5,GOV,37,62
Evers least change,-3.5,GOV,42,57
People's Map Commission,-3.5,GOV,48,51
2012,-3.3999999999999986,GOV,39,60
2022,-3.3999999999999986,GOV,37,62
Evers least change,-3.3999999999999986,GOV,42,57
People's Map Commission,-3.3999999999999986,GOV,48,51
2012,-3.3000000000000007,GOV,39,60
2022,-3.3000000000000007,GOV,37,62
Evers least change,-3.3000000000000007,GOV,43,56
People's Map Commission,-3.3000000000000007,GOV,48,51
2012,-3.1999999999999993,GOV,39,60
2022,-3.1999999999999993,GOV,37,62
Evers least change,-3.1999999999999993,GOV,43,56
People's Map Commission,-3.1999999999999993,GOV,48,51
2012,-3.099999999999998,GOV,39,60
2022,-3.099999999999998,GOV,37,62
Evers least change,-3.099999999999998,GOV,43,56
People's Map Commission,-3.099999999999998,GOV,48,51
2012,-3,GOV,39,60
2022,-3,GOV,37,62
Evers least change,-3,GOV,43,56
People's Map Commission,-3,GOV,48,51
2012,-2.8999999999999986,GOV,39,60
2022,-2.8999999999999986,GOV,37,62
Evers least change,-2.8999999999999986,GOV,43,56
People's Map Commission,-2.8999999999999986,GOV,48,51
2012,-2.8000000000000007,GOV,39,60
2022,-2.8000000000000007,GOV,37,62
Evers least change,-2.8000000000000007,GOV,43,56
People's Map Commission,-2.8000000000000007,GOV,48,51
2012,-2.6999999999999993,GOV,39,60
2022,-2.6999999999999993,GOV,37,62
Evers least change,-2.6999999999999993,GOV,43,56
People's Map Commission,-2.6999999999999993,GOV,48,51
2012,-2.599999999999998,GOV,39,60
2022,-2.599999999999998,GOV,37,62
Evers least change,-2.599999999999998,GOV,43,56
People's Map Commission,-2.599999999999998,GOV,48,51
2012,-2.5,GOV,39,60
2022,-2.5,GOV,37,62
Evers least change,-2.5,GOV,43,56
People's Map Commission,-2.5,GOV,48,51
2012,-2.3999999999999986,GOV,39,60
2022,-2.3999999999999986,GOV,37,62
Evers least change,-2.3999999999999986,GOV,43,56
